scope,asn,hege,nb_peers
2675,6461,0.71875,40
2675,15290,0.65625,40
2675,174,0.015625,40
2675,1299,0.03125,40
2015,6939,0.78125,40
2015,12129,0.3125,40
89,3356,0.71875,40
89,6223,0.78125,40
89,209,0.53125,40
89,2914,0.125,40
89,668,0.21875,40
89,1299,0.03125,40
37,3356,0.53125,40
37,6223,0.5625,40
37,209,0.375,40
37,2914,0.1875,40
37,668,0.2109375,40
37,6939,0.03125,40
1451,174,0.03125,40
1451,3356,1.0,40
1451,3561,0.53125,40
1451,209,0.03125,40
1451,1299,0.0625,40
1471,3356,1.0,40
1471,209,1.0,40
1886,174,1.0,40
1886,3356,0.03125,40
50,293,1.0,40
50,291,1.0,40
50,6939,0.65625,40
2553,3356,0.06875,40
2553,11096,1.0,40
2553,6939,0.75,40
2553,1299,0.025,40
2274,6939,1.0,40
2274,-31,0.03125,40
2274,-18,0.03125,40
