scope,asn,hege,nb_peers
2675,6461,0.65,100
2675,15290,0.525,100
2675,1299,0.1,100
2015,6939,0.7,100
2015,12129,0.3638888888888889,100
1471,3356,1.0,100
1471,209,1.0,100
1471,174,0.0375,100
1886,174,1.0,100
1886,3356,0.0875,100
1886,1299,0.05,100
89,3356,0.7875,100
89,6223,0.8,100
89,209,0.4234375,100
89,668,0.125,100
89,2914,0.05,100
1451,3356,1.0,100
1451,3561,0.5875,100
1451,174,0.00625,100
1451,1299,0.05,100
37,3356,0.6125,100
37,6223,0.6375,100
37,209,0.425,100
37,668,0.159375,100
37,2914,0.15,100
37,6939,0.016666666666666666,100
2274,6939,1.0,100
2274,-31,0.0125,100
2553,6939,0.7875,100
2553,11096,1.0,100
2553,3356,0.04,100
50,6939,0.6611111111111111,100
50,293,1.0,100
50,291,0.9927083333333332,100
50,3356,0.0375,100
