scope,asn,hege,nb_peers
89,3356,0.725,100
89,6223,0.7375,100
89,209,0.3609375,100
89,668,0.1875,100
89,2914,0.1375,100
37,3356,0.5125,100
37,6223,0.575,100
37,209,0.4,100
37,2914,0.1875,100
37,668,0.171875,100
1451,3356,1.0,100
1451,3561,0.6,100
1451,174,0.05,100
1451,1299,0.075,100
2675,6461,0.7236111111111111,100
2675,15290,0.5611111111111111,100
2675,1299,0.0875,100
2675,-18,0.01111111111111111,100
2015,12129,0.42638888888888893,100
2015,174,0.0125,100
2015,6939,0.65,100
2015,-31,0.0125,100
1886,174,1.0,100
1886,3356,0.05,100
1886,1299,0.0125,100
1471,3356,1.0,100
1471,209,1.0,100
1471,174,0.0625,100
1471,1299,0.0125,100
2274,6939,1.0,100
2553,3356,0.065,100
2553,11096,1.0,100
2553,6939,0.85,100
50,6939,0.6361111111111111,100
50,293,1.0,100
50,291,0.9364583333333332,100
50,3356,0.0125,100
