scope,asn,hege,nb_peers
1886,1299,0.20689655172413793,35
1886,174,1.0,35
1886,3356,0.13793103448275862,35
1471,1299,0.1724137931034483,35
1471,3356,1.0,35
1471,209,1.0,35
1471,174,0.06896551724137931,35
50,6939,0.6551724137931034,35
50,293,1.0,35
50,291,0.9655172413793104,35
50,3356,0.034482758620689655,35
2553,6939,0.6896551724137931,35
2553,11096,1.0,35
2553,3356,0.1724137931034483,35
2274,6939,1.0,35
89,3356,0.8275862068965517,35
89,6223,0.8620689655172413,35
89,209,0.5172413793103449,35
89,668,0.10344827586206896,35
1451,3356,1.0,35
1451,3561,0.5517241379310345,35
1451,174,0.06896551724137931,35
37,3356,0.4827586206896552,35
37,6223,0.5517241379310345,35
37,209,0.41379310344827586,35
37,2914,0.20689655172413793,35
37,668,0.27586206896551724,35
37,6939,0.034482758620689655,35
2675,6830,0.06896551724137931,35
2675,577,0.034482758620689655,35
2675,6461,0.685823754789272,35
2675,15290,0.5478927203065134,35
2675,174,0.034482758620689655,35
2675,3356,0.06896551724137931,35
2015,1299,0.06896551724137931,35
2015,12129,0.4482758620689655,35
2015,174,0.034482758620689655,35
2015,6939,0.6551724137931034,35
