scope,asn,hege,nb_peers
2274,-31,0.125,50
2274,6939,1.0,50
50,6939,0.575,50
50,293,1.0,50
50,291,1.0,50
50,3356,0.05,50
2553,6939,0.85,50
2553,11096,1.0,50
2553,3356,0.08,50
2553,1299,0.045,50
1886,174,1.0,50
1886,1299,0.125,50
1471,3356,1.0,50
1471,209,1.0,50
1471,1299,0.05,50
89,3356,0.75,50
89,6223,0.8,50
89,209,0.45,50
89,668,0.25,50
89,2914,0.05,50
1451,3356,1.0,50
1451,3561,0.4,50
1451,1299,0.075,50
1451,174,0.05,50
37,3356,0.625,50
37,6223,0.625,50
37,209,0.35,50
37,668,0.19375,50
37,2914,0.15,50
2675,6461,0.7,50
2675,15290,0.575,50
2675,174,0.0375,50
2675,3356,0.05,50
2675,1299,0.075,50
2015,6939,0.725,50
2015,1299,0.05,50
2015,12129,0.35,50
