scope,asn,hege,nb_peers
1886,174,1.0,33
1886,3356,0.037037037037037035,33
1471,3356,1.0,33
1471,209,1.0,33
1471,174,0.07407407407407407,33
1451,174,0.037037037037037035,33
1451,3356,1.0,33
1451,3561,0.4444444444444444,33
1451,1299,0.07407407407407407,33
37,6223,0.5185185185185185,33
37,209,0.37037037037037035,33
37,3356,0.4074074074074074,33
37,1299,0.07407407407407407,33
37,668,0.14814814814814814,33
37,6939,0.07407407407407407,33
37,2914,0.14814814814814814,33
89,3356,0.7407407407407407,33
89,6223,0.7407407407407407,33
89,2914,0.14814814814814814,33
89,668,0.1111111111111111,33
89,209,0.37037037037037035,33
89,1299,0.037037037037037035,33
2553,6939,0.8518518518518519,33
2553,11096,1.0,33
2553,1299,0.037037037037037035,33
50,-1,0.07400201758178412,33
50,293,1.0,33
50,291,1.0,33
50,3356,0.07407407407407407,33
50,6939,0.5185185185185185,33
2274,6939,1.0,33
2274,-31,0.07407407407407407,33
2274,-35,0.037037037037037035,33
2675,6461,0.7407407407407407,33
2675,15290,0.6296296296296297,33
2675,174,0.1111111111111111,33
2675,3356,0.037037037037037035,33
2675,1299,0.18518518518518517,33
2015,6939,0.7037037037037037,33
2015,12129,0.3744855967078189,33
2015,174,0.037037037037037035,33
